g_mag,u0g,u0m010,u0m009,u0m008,u0m007,u0m006,u0m005,u0m004,u0m003,u0m002,u0m001,u0p000,u0p001,u0p002,u0p003,u0p004,u0p005,u0p006,u0p007,u0p008,u0p009,u0p010,u0p011,u0p012,u0p013,u0p014,u0p015,u0p016,u0p017,u0p018,u0p019,u0p020,u0p021,u0p022,u0p023,u0p024,u0p025,u0p026,u0p027,u0p028,u0p029,u0p030,u0p031,u0p032,u0p033,u0p034,u0p035,u0p036,u0p037,u0p038,u0p039,u0p040,u0p041,u0p042,u0p043,u0p044,u0p045,u0p046,u0p047,u0p048,u0p049,u0p050,u0p051,u0p052,u0p053,u0p054,u0p055,u0p056,u0p057,u0p058,u0p059,u0p060,u0p061,u0p062,u0p063,u0p064,u0p065,u0p066,u0p067,u0p068,u0p069,u0p070,u0p071,u0p072,u0p073,u0p074,u0p075,u0p076,u0p077,u0p078,u0p079,u0p080,u0p081,u0p082,u0p083,u0p084,u0p085,u0p086,u0p087,u0p088,u0p089,u0p090,u0p091,u0p092,u0p093,u0p094,u0p095,u0p096,u0p097,u0p098,u0p099,u0p100
 3.82,12.007858,19.538321,19.210868,18.878346,18.540482,18.196981,17.847515,17.491728,17.129225,16.759571,16.382282,15.996817,15.602571,15.198860,14.785256,14.361263,13.925932,13.478164,13.045402,12.658795,12.322687,12.026361,11.757533,11.518130,11.302356,11.103788,10.923365,10.771437,10.658761,10.586591,10.549457,10.541424,10.562559,10.603465,10.654737,10.716227,10.783233,10.851156,10.919979,10.989029,11.057648,11.125843,11.193624,11.260999,11.327976,11.394562,11.460763,11.526671,11.592374,11.657876,11.723181,11.788291,11.853210,11.917941,11.982487,12.046851,12.111036,12.175045,12.238880,12.302544,12.366040,12.429370,12.492538,12.555544,12.618393,12.681086,12.743625,12.806012,12.868251,12.930343,12.992289,13.054094,13.115757,13.177281,13.238669,13.299921,13.361041,13.422029,13.482888,13.543619,13.604224,13.664704,13.725062,13.785299,13.845416,13.905415,13.965298,14.025065,14.084719,14.144261,14.203693,14.263015,14.322229,14.381337,14.440339,14.499238,14.558033,14.616727,14.675321,14.733816,14.792213,14.850513,14.908717,14.966827,15.024844,15.082768,15.140601,15.198344,15.255997,15.313562,15.371041,15.428433
 3.83,11.893101,19.534004,19.202967,18.866643,18.524743,18.176954,17.822931,17.462294,17.094625,16.719460,16.336283,15.944515,15.543508,15.132527,14.711119,14.278757,13.834414,13.376896,12.934070,12.537692,12.192294,11.888054,11.613604,11.371102,11.155926,10.962859,10.793090,10.654839,10.556523,10.499261,10.476861,10.482682,10.516679,10.568976,10.629757,10.698877,10.772439,10.846641,10.921471,10.996353,11.070729,11.144608,11.218001,11.290917,11.363365,11.435353,11.506892,11.578023,11.648788,11.719193,11.789246,11.858951,11.928316,11.997346,12.066047,12.134425,12.202485,12.270232,12.337672,12.404809,12.471648,12.538194,12.604452,12.670427,12.736122,12.801542,12.866692,12.931574,12.996194,13.060555,13.124661,13.188516,13.252123,13.315486,13.378608,13.441493,13.504144,13.566564,13.628757,13.690725,13.752472,13.814001,13.875314,13.936414,13.997304,14.057988,14.118466,14.178743,14.238821,14.298701,14.358388,14.417882,14.477187,14.536305,14.595237,14.653987,14.712556,14.770947,14.829162,14.887202,14.945071,15.002769,15.060298,15.117662,15.174861,15.231897,15.288773,15.345490,15.402049,15.458453,15.514703,15.570801
 3.84,11.793404,19.536781,19.201905,18.861441,18.515082,18.162490,17.803294,17.437087,17.063418,16.681784,16.291627,15.892318,15.483149,15.063318,14.632557,14.190544,13.736194,13.268238,12.814587,12.407189,12.050733,11.736524,11.454372,11.206697,10.991358,10.805740,10.651397,10.532769,10.454160,10.416477,10.412016,10.432690,10.478349,10.539700,10.607559,10.681802,10.759484,10.837738,10.916551,10.995356,11.073600,11.151295,11.228462,11.305119,11.381278,11.456948,11.532140,11.606871,11.681159,11.755014,11.828443,11.901455,11.974056,12.046254,12.118057,12.189471,12.260504,12.331161,12.401449,12.471375,12.540945,12.610164,12.679038,12.747573,12.815773,12.883646,12.951195,13.018426,13.085343,13.151952,13.218257,13.284263,13.349973,13.415393,13.480526,13.545378,13.609951,13.674249,13.738278,13.802039,13.865538,13.928777,13.991761,14.054491,14.116973,14.179209,14.241203,14.302957,14.364475,14.425759,14.486813,14.547640,14.608242,14.668623,14.728784,14.788729,14.848460,14.907980,14.967291,15.026396,15.085297,15.143997,15.202497,15.260801,15.318910,15.376827,15.434554,15.492093,15.549446,15.606614,15.663601,15.720408
 3.85,11.702921,19.538728,19.200033,18.855443,18.504631,18.147235,17.782858,17.411063,17.031362,16.643216,16.246018,15.839089,15.421657,14.992845,14.552702,14.101256,13.637385,13.159774,12.696222,12.278677,11.911979,11.588403,11.298784,11.045790,10.830084,10.651990,10.513421,10.414627,10.355412,10.336456,10.348559,10.382222,10.437236,10.505310,10.578290,10.656076,10.736596,10.817838,10.899785,10.981770,11.063149,11.143933,11.224163,11.303878,11.383089,11.461806,11.540040,11.617789,11.695053,11.771839,11.848159,11.924020,11.999432,12.074403,12.148941,12.223054,12.296750,12.370036,12.442919,12.515407,12.587506,12.659223,12.730564,12.801536,12.872145,12.942397,13.012297,13.081851,13.151064,13.219943,13.288492,13.356716,13.424621,13.492210,13.559489,13.626462,13.693135,13.759510,13.825593,13.891388,13.956898,14.022128,14.087082,14.151763,14.216175,14.280322,14.344207,14.407835,14.471207,14.534328,14.597200,14.659828,14.722214,14.784361,14.846272,14.907951,14.969399,15.030620,15.091617,15.152392,15.212948,15.273288,15.333414,15.393328,15.453033,15.512532,15.571827,15.630920,15.689814,15.748510,15.807011,15.865319
 3.86,11.617879,19.535226,19.193121,18.844862,18.490100,18.128455,17.759506,17.382787,16.997782,16.603915,16.200540,15.786926,15.362248,14.925562,14.477198,14.017503,13.545321,13.059299,12.587180,12.160967,11.785641,11.454270,11.158521,10.901293,10.685517,10.513898,10.388623,10.306251,10.262660,10.258345,10.283237,10.327051,10.389547,10.463145,10.540419,10.621290,10.704424,10.788525,10.873573,10.958752,11.043274,11.127155,11.210449,11.293211,11.375452,11.457184,11.538418,11.619135,11.699318,11.778976,11.858122,11.936765,12.014915,12.092581,12.169773,12.246500,12.322771,12.398593,12.473975,12.548926,12.623452,12.697561,12.771261,12.844558,12.917459,12.989971,13.062101,13.133855,13.205238,13.276257,13.346918,13.417227,13.487188,13.556807,13.626090,13.695041,13.763666,13.831970,13.899956,13.967631,14.034997,14.102060,14.168825,14.235294,14.301473,14.367365,14.432975,14.498305,14.563361,14.628145,14.692661,14.756912,14.820903,14.884636,14.948115,15.011343,15.074323,15.137058,15.199552,15.261807,15.323826,15.385611,15.447167,15.508495,15.569598,15.630479,15.691141,15.751585,15.811815,15.871833,15.931641,15.991242
 3.87,11.536272,19.524283,19.178913,18.827209,18.468808,18.103314,17.730287,17.349241,16.959636,16.560867,16.152257,15.733039,15.302339,14.859161,14.404144,13.937978,13.459505,12.967363,12.489324,12.057519,11.677077,11.341333,11.042210,10.782756,10.567358,10.400242,10.283762,10.211828,10.177534,10.181262,10.212916,10.262235,10.328965,10.405942,10.486162,10.569552,10.655225,10.742322,10.830809,10.919717,11.008110,11.095999,11.183347,11.270118,11.356324,11.441979,11.527095,11.611635,11.695564,11.778895,11.861640,11.943812,12.025423,12.106484,12.187005,12.266998,12.346473,12.425440,12.503907,12.581886,12.659384,12.736410,12.812974,12.889082,12.964744,13.039967,13.114759,13.189126,13.263076,13.336617,13.409754,13.482494,13.554844,13.626810,13.698397,13.769613,13.840462,13.910950,13.981083,14.050866,14.120304,14.189402,14.258165,14.326599,14.394707,14.462494,14.529965,14.597124,14.663975,14.730524,14.796772,14.862726,14.928388,14.993763,15.058854,15.123664,15.188198,15.252459,15.316451,15.380176,15.443638,15.506841,15.569787,15.632479,15.694922,15.757116,15.819066,15.880775,15.942244,16.003478,16.064478,16.125248
 3.88,11.465438,19.508789,19.160122,18.804991,18.443023,18.073807,17.696890,17.311768,16.917882,16.514604,16.101228,15.676956,15.240878,14.791950,14.331260,13.860010,13.377084,12.881169,12.400108,11.966170,11.584653,11.248481,10.949086,10.689556,10.475292,10.311588,10.200879,10.134852,10.104304,10.109558,10.141430,10.190585,10.256776,10.333266,10.413471,10.497304,10.584097,10.673199,10.764553,10.856984,10.949356,11.041670,11.133633,11.224961,11.315668,11.405770,11.495281,11.584157,11.672356,11.759894,11.846785,11.933044,12.018683,12.103716,12.188156,12.272015,12.355305,12.438038,12.520223,12.601873,12.682997,12.763605,12.843708,12.923314,13.002432,13.081072,13.159242,13.236951,13.314206,13.391015,13.467386,13.543327,13.618844,13.693945,13.768636,13.842924,13.916815,13.990317,14.063434,14.136173,14.208539,14.280539,14.352178,14.423460,14.494393,14.564980,14.635226,14.705137,14.774717,14.843971,14.912903,14.981518,15.049820,15.117814,15.185503,15.252892,15.319985,15.386785,15.453296,15.519522,15.585466,15.651133,15.716526,15.781647,15.846501,15.911091,15.975419,16.039490,16.103305,16.166869,16.230183,16.293252
 3.89,11.406294,19.486416,19.134782,18.776565,18.411379,18.038802,17.658365,17.269550,16.871777,16.464396,16.046677,15.617789,15.176786,14.722579,14.256926,13.781790,13.296155,12.798827,12.317706,11.885157,11.506659,11.174014,10.877367,10.619734,10.407267,10.246082,10.138623,10.074608,10.042827,10.043587,10.069423,10.112718,10.173250,10.244914,10.321725,10.403567,10.489760,10.579635,10.673101,10.768655,10.864845,10.961656,11.058418,11.154482,11.249867,11.344591,11.438670,11.532049,11.624679,11.716577,11.807759,11.898242,11.988043,12.077176,12.165656,12.253497,12.340713,12.427316,12.513321,12.598738,12.683580,12.767858,12.851584,12.934767,13.017419,13.099550,13.181169,13.262285,13.342909,13.423048,13.502712,13.581908,13.660645,13.738931,13.816774,13.894180,13.971157,14.047713,14.123854,14.199586,14.274917,14.349852,14.424398,14.498560,14.572346,14.645759,14.718806,14.791493,14.863824,14.935805,15.007440,15.078736,15.149696,15.220324,15.290627,15.360608,15.430272,15.499622,15.568664,15.637400,15.705836,15.773975,15.841821,15.909378,15.976649,16.043638,16.110348,16.176783,16.242947,16.308842,16.374472,16.439839
 3.90,11.356919,19.456695,19.102296,18.741196,18.373001,17.997275,17.613536,17.221248,16.819813,16.408560,15.986731,15.553466,15.107781,14.648541,14.178459,13.700587,13.214079,12.717945,12.240060,11.812747,11.441675,11.116714,10.825832,10.571843,10.361536,10.201755,10.094899,10.029011,9.991204,9.981797,9.995609,10.027299,10.076700,10.138782,10.208576,10.285927,10.369842,10.459350,10.554307,10.652712,10.752630,10.854020,10.955747,11.056718,11.156952,11.256470,11.355290,11.453345,11.550567,11.646978,11.742597,11.837443,11.931536,12.024893,12.117530,12.209464,12.300712,12.391287,12.481205,12.570480,12.659126,12.747155,12.834580,12.921414,13.007668,13.093354,13.178482,13.263065,13.347111,13.430632,13.513636,13.596133,13.678133,13.759645,13.840676,13.921235,14.001332,14.080972,14.160165,14.238917,14.317236,14.395129,14.472602,14.549663,14.626319,14.702574,14.778436,14.853911,14.929004,15.003721,15.078068,15.152050,15.225673,15.298941,15.371860,15.444435,15.516670,15.588571,15.660142,15.731387,15.802310,15.872917,15.943212,16.013197,16.082878,16.152259,16.221342,16.290133,16.358635,16.426850,16.494784,16.562439
 3.91,11.305393,19.425986,19.069490,18.706202,18.335717,17.957590,17.571328,17.176382,16.772138,16.357908,15.932911,15.496264,15.046950,14.583801,14.110171,13.629855,13.142118,12.646103,12.169635,11.744986,11.377958,11.057309,10.769752,10.518001,10.309103,10.150198,10.043661,9.976223,9.933674,9.916336,9.921013,9.944356,9.986235,10.042158,10.107660,10.182556,10.265656,10.355784,10.452758,10.554242,10.657976,10.763897,10.870464,10.976197,11.081121,11.185257,11.288627,11.391161,11.492789,11.593534,11.693420,11.792469,11.890701,11.988136,12.084794,12.180694,12.275852,12.370286,12.464013,12.557048,12.649407,12.741105,12.832155,12.922571,13.012366,13.101554,13.190146,13.278155,13.365592,13.452468,13.538794,13.624580,13.709836,13.794573,13.878800,13.962526,14.045760,14.128511,14.210787,14.292596,14.373947,14.454847,14.535303,14.615323,14.694915,14.774084,14.852838,14.931183,15.009127,15.086674,15.163831,15.240604,15.316999,15.393021,15.468676,15.543969,15.618905,15.693491,15.767729,15.841626,15.915187,15.988415,16.061315,16.133893,16.206151,16.278095,16.349728,16.421055,16.492080,16.562806,16.633237,16.703377
 3.92,11.243355,19.397399,19.039618,18.674984,18.303087,17.923475,17.535647,17.139046,16.733047,16.316949,15.889959,15.451173,14.999557,14.533915,14.057663,13.574665,13.084176,12.585318,12.105807,11.677840,11.307272,10.983425,10.693609,10.440661,10.231495,10.073085,9.967851,9.901635,9.859299,9.841154,9.845004,9.868503,9.911509,9.969170,10.036662,10.113788,10.199431,10.292489,10.392761,10.497895,10.605621,10.715861,10.826857,10.936922,11.046085,11.154371,11.261805,11.368323,11.473859,11.578441,11.682094,11.784843,11.886711,11.987721,12.087893,12.187250,12.285810,12.383593,12.480617,12.576899,12.672457,12.767306,12.861463,12.954941,13.047757,13.139924,13.231456,13.322365,13.412664,13.502367,13.591483,13.680025,13.768005,13.855431,13.942316,14.028669,14.114500,14.199818,14.284633,14.368953,14.452788,14.536144,14.619032,14.701458,14.783430,14.864956,14.946044,15.026699,15.106930,15.186742,15.266143,15.345139,15.423736,15.501940,15.579757,15.657193,15.734253,15.810944,15.887269,15.963235,16.038847,16.114109,16.189027,16.263605,16.337848,16.411760,16.485346,16.558611,16.631558,16.704192,16.776516,16.848535
 3.93,11.178559,19.385897,19.027055,18.661315,18.288262,17.907439,17.518339,17.120399,16.712986,16.295390,15.866808,15.426323,14.972885,14.505279,14.026544,13.540114,13.045129,12.540575,12.054092,11.617885,11.237811,10.904981,10.608674,10.352025,10.141122,9.981987,9.877122,9.812073,9.771372,9.755324,9.762274,9.790403,9.839528,9.903726,9.977134,10.059552,10.150010,10.247553,10.351982,10.461160,10.573030,10.687509,10.802728,10.916901,11.030058,11.142232,11.253451,11.363665,11.472826,11.580964,11.688106,11.794281,11.899514,12.003830,12.107252,12.209804,12.311506,12.412380,12.512446,12.611723,12.710230,12.807984,12.905003,13.001303,13.096899,13.191808,13.286043,13.379619,13.472551,13.564850,13.656530,13.747603,13.838082,13.927977,14.017301,14.106063,14.194275,14.281946,14.369087,14.455707,14.541816,14.627422,14.712534,14.797161,14.881311,14.964992,15.048211,15.130978,15.213298,15.295180,15.376629,15.457654,15.538260,15.618454,15.698243,15.777632,15.856628,15.935236,16.013462,16.091312,16.168791,16.245904,16.322657,16.399055,16.475102,16.550804,16.626164,16.701189,16.775882,16.850247,16.924290,16.998014
 3.94,11.109525,19.387355,19.027696,18.661108,18.287172,17.905428,17.515367,17.116419,16.707947,16.289236,15.859474,15.417738,14.962966,14.493932,14.012915,13.522483,13.021572,12.508924,12.012062,11.563190,11.168095,10.820810,10.513872,10.250905,10.036638,9.875533,9.770220,9.706530,9.669240,9.658658,9.673030,9.710413,9.770542,9.845872,9.928985,10.019689,10.117213,10.220804,10.330278,10.443916,10.560065,10.678642,10.797804,10.915790,11.032637,11.148381,11.263055,11.376635,11.489095,11.600468,11.710785,11.820075,11.928366,12.035686,12.142061,12.247514,12.352070,12.455751,12.558579,12.660574,12.761757,12.862147,12.961762,13.060620,13.158737,13.256132,13.352818,13.448812,13.544128,13.638780,13.732783,13.826149,13.918891,14.011022,14.102553,14.193496,14.283863,14.373664,14.462910,14.551611,14.639777,14.727418,14.814542,14.901160,14.987279,15.072908,15.158056,15.242730,15.326939,15.410690,15.493990,15.576848,15.659269,15.741261,15.822830,15.903982,15.984725,16.065065,16.145006,16.224556,16.303720,16.382504,16.460912,16.538951,16.616626,16.693941,16.770901,16.847513,16.923779,16.999705,17.075296,17.150556
 3.95,11.040577,19.354777,18.995446,18.629185,18.255578,17.874163,17.484429,17.085808,16.677662,16.259274,15.829832,15.388409,14.933945,14.465210,13.983860,13.491751,12.987660,12.470133,11.966325,11.508098,11.101097,10.741940,10.426088,10.157582,9.940183,9.777225,9.671458,9.609022,9.574962,9.569579,9.590940,9.636893,9.707089,9.792563,9.884553,9.982879,10.086952,10.196200,10.310457,10.428353,10.548572,10.671036,10.793934,10.915535,11.035884,11.155020,11.272982,11.389765,11.505364,11.619813,11.733147,11.845398,11.956595,12.066769,12.175946,12.284154,12.391418,12.497763,12.603211,12.707784,12.811505,12.914393,13.016470,13.117752,13.218259,13.318009,13.417018,13.515302,13.612877,13.709759,13.805961,13.901499,13.996385,14.090632,14.184255,14.277264,14.369672,14.461490,14.552729,14.643401,14.733515,14.823082,14.912112,15.000614,15.088598,15.176072,15.263045,15.349527,15.435524,15.521046,15.606100,15.690693,15.774833,15.858528,15.941783,16.024607,16.107006,16.188986,16.270553,16.351714,16.432475,16.512841,16.592819,16.672414,16.751631,16.830476,16.908953,16.987069,17.064828,17.142235,17.219294,17.296011
 3.96,10.969904,19.295449,18.937411,18.572473,18.200218,17.820189,17.431877,17.034716,16.628071,16.211229,15.783381,15.343609,14.890854,14.423894,13.943826,13.451860,12.946641,12.426552,11.918127,11.452570,11.035310,10.665451,10.341313,10.067314,9.846555,9.681578,9.575266,9.514193,9.483793,9.484361,9.513470,9.568454,9.648869,9.744489,9.845371,9.951357,10.062019,10.176940,10.295979,10.418078,10.542227,10.668353,10.794725,10.919691,11.043300,11.165596,11.286622,11.406392,11.524916,11.642235,11.758382,11.873394,11.987302,12.100138,12.211931,12.322710,12.432503,12.541334,12.649228,12.756210,12.862303,12.967527,13.071904,13.175455,13.278198,13.380152,13.481335,13.581764,13.681456,13.780427,13.878692,13.976267,14.073165,14.169400,14.264986,14.359935,14.454261,14.547976,14.641090,14.733616,14.825565,14.916947,15.007772,15.098052,15.187794,15.277009,15.365707,15.453895,15.541583,15.628779,15.715491,15.801727,15.887495,15.972803,16.057658,16.142066,16.226035,16.309572,16.392684,16.475376,16.557655,16.639527,16.720998,16.802075,16.882762,16.963065,17.042990,17.122541,17.201725,17.280546,17.359009,17.437119
 3.97,10.894203,19.216286,18.859190,18.495325,18.124282,17.745613,17.358816,16.963338,16.558555,16.143767,15.718184,15.280902,14.830887,14.366943,13.889635,13.399567,12.895284,12.375051,11.864436,11.393558,10.967537,10.587873,10.255676,9.975688,9.750871,9.583543,9.476751,9.417660,9.392234,9.400748,9.439577,9.504841,9.596001,9.701965,9.812008,9.925995,10.043589,10.164467,10.288513,10.414914,10.542894,10.672396,10.801874,10.929854,11.056389,11.181528,11.305317,11.427782,11.548949,11.668858,11.787547,11.905053,12.021410,12.136652,12.250809,12.363913,12.475992,12.587072,12.697181,12.806343,12.914582,13.021922,13.128384,13.233990,13.338760,13.442713,13.545868,13.648244,13.749857,13.850725,13.950864,14.050289,14.149016,14.247058,14.344430,14.441146,14.537218,14.632660,14.727483,14.821699,14.915321,15.008358,15.100822,15.192723,15.284072,15.374878,15.465151,15.554900,15.644134,15.732862,15.821092,15.908833,15.996093,16.082880,16.169200,16.255062,16.340473,16.425440,16.509970,16.594069,16.677744,16.761001,16.843847,16.926287,17.008328,17.089974,17.171233,17.252109,17.332607,17.412734,17.492493,17.571890
 3.98,10.808264,19.128878,18.769823,18.404488,18.032490,17.653409,17.266779,16.872080,16.468733,16.056085,15.633399,15.199840,14.754447,14.296116,13.824511,13.339213,12.838667,12.321017,11.810252,11.334653,10.898825,10.507257,10.164590,9.875914,9.644453,9.472748,9.364086,9.307045,9.288921,9.309942,9.363949,9.444532,9.551018,9.671431,9.794277,9.919465,10.046716,10.175763,10.306540,10.438492,10.571095,10.704323,10.837041,10.968166,11.097754,11.225860,11.352532,11.477813,11.601741,11.724359,11.845708,11.965827,12.084751,12.202517,12.319157,12.434702,12.549184,12.662631,12.775071,12.886530,12.997032,13.106603,13.215266,13.323043,13.429954,13.536021,13.641264,13.745700,13.849350,13.952229,14.054355,14.155744,14.256413,14.356375,14.455646,14.554241,14.652171,14.749452,14.846095,14.942113,15.037518,15.132321,15.226534,15.320168,15.413233,15.505740,15.597698,15.689116,15.780006,15.870374,15.960231,16.049585,16.138445,16.226817,16.314711,16.402134,16.489094,16.575597,16.661651,16.747263,16.832440,16.917188,17.001513,17.085422,17.168921,17.252016,17.334713,17.417017,17.498933,17.580469,17.661627,17.742415
 3.99,10.713376,19.007461,18.645105,18.277289,17.903674,17.523891,17.137529,16.744133,16.343195,15.934146,15.516344,15.089061,14.651470,14.202616,13.740988,13.264828,12.772512,12.262093,11.755237,11.277475,10.832654,10.428657,10.074187,9.774635,9.534016,9.355694,9.243275,9.187686,9.178454,9.215721,9.289573,9.389895,9.515850,9.654492,9.793506,9.932879,10.072375,10.211774,10.351080,10.489990,10.628216,10.765786,10.902171,11.036871,11.169947,11.301456,11.431452,11.559987,11.687108,11.812861,11.937289,12.060434,12.182334,12.303026,12.422545,12.540926,12.658200,12.774397,12.889546,13.003676,13.116813,13.228983,13.340209,13.450515,13.559925,13.668458,13.776137,13.882980,13.989007,14.094237,14.198687,14.302374,14.405315,14.507525,14.609020,14.709815,14.809924,14.909361,15.008139,15.106271,15.203770,15.300648,15.396916,15.492586,15.587668,15.682174,15.776114,15.869498,15.962336,16.054637,16.146410,16.237664,16.328409,16.418652,16.508401,16.597666,16.686453,16.774770,16.862624,16.950023,17.036974,17.123483,17.209557,17.295203,17.380427,17.465235,17.549633,17.633627,17.717223,17.800427,17.883243,17.965678
